sample,control_1,control_2,treated_1,treated_2,chi_ymax,chi_ymin,beta_ymax,beta_ymin,alpha_ymax,alpha_ymin,omega_ymax,omega_ymin
vihervaara,62349512,21765371,73884998,20485082,1,-9,4,-7,5,-10,2,-8
